name,competitor_type,sub_category,lat,lon,visible
Neev Academy,schools,General Educational School,23.09254,72.54577,True
Monarch PreSchool,schools,Primary & Pre-School,23.09333,72.54564,True
Ahmedabad Institute Of Physiotherapy gota,schools,General Educational School,23.09203,72.54533,True
Kidzee Vandematram gota,schools,General Educational School,23.09203,72.54533,True
Educational Business Consulting,schools,General Educational School,23.09203,72.54533,True
Skyline Education Zone,schools,General Educational School,23.09701,72.54487,True
School Uniform Manufacturers In Ahmedabad,schools,Secondary & High School,23.09952,72.54433,True
Nirma University,schools,College & University,23.09985,72.54442,True
Nurtureland Pre School,schools,Primary & Pre-School,23.10301,72.54414,True
Devusha Nails Beauty Care and Academy,schools,General Educational School,23.10326,72.54422,True
Summer Workshop,schools,General Educational School,23.10487,72.54396,True
C.U.Shah College Of Pharmacy & Research,schools,College & University,23.10333,72.54497,True
Kidzee Gota,schools,General Educational School,23.10534,72.54438,True
Ahmedabad Juniors,schools,General Educational School,23.10517,72.54437,True
Aarambh Pre School Gota,schools,Primary & Pre-School,23.10696,72.54286,True
Aradhana Hindi High Sec. Pri. School,schools,Secondary & High School,23.10309,72.54365,True
KESK Beauty Studio - B/H Nirma University,schools,College & University,23.10309,72.54365,True
Elite touch salon and academy,schools,General Educational School,23.09972,72.5427,True
SMART Education Institute,schools,General Educational School,23.10114,72.54237,True
New Dolphin Academy,schools,General Educational School,23.101,72.54176,True
H3 Preschool Gota,schools,Primary & Pre-School,23.10101,72.54092,True
Cerebrum Memory Academy - Rubik's Cube | Mental Maths Ahmedabad,schools,General Educational School,23.10732,72.54141,True
Podar Jumbo Kids New Gota,schools,Primary & Pre-School,23.10599,72.54002,True
Live Sound Academy,schools,General Educational School,23.10939,72.53781,True
UCMAS,schools,General Educational School,23.1013,72.53852,True
Truvi International,schools,International School,23.10154,72.53966,True
English Tuition Classes (Hemani Tuition Classes),schools,Coaching & Entrance Institute,23.10176,72.53972,True
Dani's Institute of Science,schools,General Educational School,23.09889,72.53985,True
Agastya Education,schools,General Educational School,23.09741,72.54006,True
Agastya Preschool,schools,Primary & Pre-School,23.09711,72.54023,True
Aarambh Pre-School,schools,Primary & Pre-School,23.09816,72.53806,True
Unica Ceramica LLP,schools,College & University,23.08874,72.53904,True
Bhesaniya Engineering and Textiles,schools,General Educational School,23.09017,72.54066,True
Socet-Computer,schools,General Educational School,23.09017,72.54066,True
Little Millennium Gota,schools,Primary & Pre-School,23.09858,72.54149,True
Kaushalam Residency,schools,Secondary & High School,23.09649,72.54339,True
Nonstop Raasramzat Garba Class,schools,General Educational School,23.08693,72.54356,True
Apollo International School - Gota,schools,International School,23.08792,72.54322,True
KP's Education Zone,schools,General Educational School,23.087,72.54273,True
D.P.Patel Play School,schools,Secondary & High School,23.08351,72.54298,True
"Nurtureland Preschool Ghatlodia (Preschool, Day Care, Activity & Child care Centre)",schools,Primary & Pre-School,23.08089,72.53852,True
Shayona Institute of Management and Computer Application,schools,College & University,23.07999,72.53818,True
Math Tuition Classes Cuemath,schools,Coaching & Entrance Institute,23.07959,72.53792,True
Kids Karnival,schools,Primary & Pre-School,23.07796,72.53763,True
President Science College,schools,College & University,23.0797,72.53837,True
Sayona High School,schools,Secondary & High School,23.07939,72.53847,True
Lab 55,schools,General Educational School,23.07822,72.53889,True
Somnath Chowk,schools,General Educational School,23.07663,72.53803,True
Pratap Hindi High School,schools,Secondary & High School,23.06842,72.53755,True
President Group of Institutes,schools,General Educational School,23.06735,72.53777,True
Arthmitra Gurukulam,schools,General Educational School,23.06721,72.53743,True
Junior Genius Pre Primary School,schools,Primary & Pre-School,23.06826,72.539,True
Super School,schools,Secondary & High School,23.06656,72.53869,True
Shanti Juniors Preschool KK Nagar Ghatlodiya,schools,Primary & Pre-School,23.06631,72.53888,True
Little Heaven,schools,Primary & Pre-School,23.07104,72.53931,True
DC 4 Tuition Classes,schools,Coaching & Entrance Institute,23.07104,72.53931,True
Open Skies International School,schools,International School,23.07104,72.53931,True
SHRI Saraswati group tuition,schools,Coaching & Entrance Institute,23.07104,72.53931,True
Om Academy,schools,General Educational School,23.07068,72.53958,True
Science World of Chemistry,schools,General Educational School,23.07081,72.53954,True
Abroad Management,schools,General Educational School,23.07093,72.53951,True
Career Craaft Overseas Pvt.Ltd.,schools,Coaching & Entrance Institute,23.07093,72.53951,True
MCUBE MATHS Institute,schools,General Educational School,23.07093,72.53951,True
Krishna Computer Classes,schools,Coaching & Entrance Institute,23.06928,72.53964,True
Joy JumperzBhuyangdev,schools,General Educational School,23.07052,72.54139,True
Milan Dental Lab,schools,General Educational School,23.07299,72.54169,True
Patel Commerce Zone,schools,General Educational School,23.07226,72.54182,True
Babystarz preschool,schools,Primary & Pre-School,23.07206,72.54213,True
Nav Sanskar Hindi School,schools,Secondary & High School,23.07348,72.54274,True
M Cube Institute .manoj Mehta,schools,General Educational School,23.07057,72.54357,True
VSbrother,schools,General Educational School,23.06916,72.54384,True
S.I.Trivedi Group Tuition Ghatlodiya Ahmedabad,schools,Coaching & Entrance Institute,23.06912,72.54365,True
SITC Education,schools,General Educational School,23.06943,72.5432,True
Cultural Values For Children,schools,General Educational School,23.07045,72.54319,True
MB Patel High School,schools,Secondary & High School,23.07039,72.54227,True
Neha Infotech,schools,General Educational School,23.06883,72.54251,True
Tripada House,schools,General Educational School,23.06858,72.54243,True
Nutan English School,schools,Secondary & High School,23.06828,72.54306,True
Nutan Vidhya Vihar Higher Secondary School,schools,Secondary & High School,23.06827,72.54314,True
V-tec computer education,schools,General Educational School,23.06812,72.54356,True
K S Dedhiya Muk Badhir Vidhya Mandir,schools,General Educational School,23.06675,72.54414,True
Rinku Trading Company,schools,General Educational School,23.0678,72.54424,True
First Bank Education Academy,schools,General Educational School,23.0678,72.54415,True
Aloha Ghatlodia,schools,General Educational School,23.06792,72.54395,True
English learning center,schools,General Educational School,23.06941,72.5442,True
Jetalpur dham,schools,General Educational School,23.07136,72.54438,True
Smarpan classes,schools,Coaching & Entrance Institute,23.0706,72.54526,True
Math Tuition Classes Cuemath,schools,Coaching & Entrance Institute,23.07023,72.54522,True
A1educationahmedabad,schools,General Educational School,23.0698,72.54523,True
Kidzee,schools,General Educational School,23.07042,72.54709,True
UCMAS,schools,General Educational School,23.07063,72.54698,True
Krishna Kalrav School,schools,Secondary & High School,23.07025,72.54616,True
Shaping Futures Preschool Ghatlodiya,schools,Primary & Pre-School,23.07421,72.54626,True
Sahitya Institute,schools,General Educational School,23.07273,72.54631,True
યુનિકોર્ન પ્રિ સ્કૂલ -Unicorn Pre school,schools,Primary & Pre-School,23.0753,72.54426,True
The Peters English Academy,schools,General Educational School,23.08684,72.5449,True
"Shakti Vidhyalaya, Chandlodiya",schools,Secondary & High School,23.08299,72.54612,True
Ahmedabad Institute Of Technology,schools,College & University,23.08244,72.54654,True
Bhavik Vidyalaya,schools,Secondary & High School,23.08066,72.54614,True
Shreeji Vidyalaya,schools,Secondary & High School,23.08086,72.54735,True
Woodland School,schools,Secondary & High School,23.0875,72.54734,True
Med Talk Health Talk,schools,General Educational School,23.08791,72.5476,True
I.d.Patel Edu.Campus,schools,College & University,23.08566,72.54769,True
GlamAura Beauty Studio and Academy,schools,General Educational School,23.08587,72.54772,True
Guru Education,schools,General Educational School,23.08694,72.54792,True
Right concept of marketing,schools,College & University,23.08516,72.54948,True
Vision Academy,schools,General Educational School,23.08729,72.54899,True
Sarthak Biology Institute,schools,General Educational School,23.08729,72.54899,True
Fertiliser Park,schools,General Educational School,23.08167,72.54971,True
KM Panchal Hindi Vidyalaya,schools,Secondary & High School,23.08039,72.54921,True
Digital Marketing Course  | SEO Training Ahmedabad,schools,General Educational School,23.07789,72.54895,True
Shivam School of Performing Arts,schools,Secondary & High School,23.07756,72.5501,True
P.M.Group Tuition,schools,Coaching & Entrance Institute,23.07241,72.54958,True
Junior Genius PreSchool &  Activity Centre,schools,Primary & Pre-School,23.07275,72.54962,True
L.J Polytechnic Evincia(Official),schools,College & University,23.0748,72.54837,True
Sun Shine Pre Primary School,schools,Primary & Pre-School,23.07515,72.54828,True
Kalorex Preschool,schools,Primary & Pre-School,23.07642,72.54797,True
K. M. Patel College of Education,schools,College & University,23.07247,72.54783,True
Gyanda Girls School,schools,Secondary & High School,23.07254,72.54814,True
Little Bird's Campus,schools,College & University,23.07113,72.54867,True
Rudra Academy of Chemistry,schools,General Educational School,23.07146,72.5474,True
Liberty Academy,schools,General Educational School,23.06951,72.54779,True
Muthoot FinCorp Gold Loan,schools,General Educational School,23.06613,72.54842,True
Suman Vidyalaya,schools,Secondary & High School,23.06756,72.54872,True
Atul Primary School,schools,Primary & Pre-School,23.06904,72.54911,True
J J Desai Educational Institute,schools,General Educational School,23.06928,72.54965,True
Vedic Jyotish Academy,schools,General Educational School,23.06919,72.54996,True
Medibridge Education Consultants,schools,General Educational School,23.02237,72.55319,True
CrystalVoxx Limited,schools,General Educational School,23.02234,72.55612,True
Piramal Capital & Housing Finance,schools,General Educational School,23.02243,72.55689,True
JSB,schools,General Educational School,23.02211,72.55637,True
VCC Education Pvt. Ltd.,schools,General Educational School,23.02211,72.55637,True
Vision Educations Consultants Pvt Ltd,schools,General Educational School,23.02211,72.55637,True
NR Institute of Business Administration (NRIBA),schools,General Educational School,23.02211,72.55637,True
Renaissance Educare,schools,General Educational School,23.02208,72.55683,True
Career Vision International,schools,International School,23.02214,72.55861,True
N.R High School (GLS),schools,Secondary & High School,23.02261,72.55594,True
Black Dragons Karate Academy,schools,General Educational School,23.02268,72.55555,True
SDC (Reception Area),schools,College & University,23.02291,72.55562,True
Math Tuition Classes Cuemath,schools,Coaching & Entrance Institute,23.02286,72.55505,True
MediPath Overseas Education Consultant,schools,General Educational School,23.02334,72.55597,True
NIEM - The Institute of Event Management,schools,General Educational School,23.02335,72.55621,True
National Institute of Jewellery Design,schools,General Educational School,23.02335,72.55627,True
Multimedia Institute,schools,General Educational School,23.02311,72.55668,True
CDAC Ahmedabad,schools,General Educational School,23.0231,72.55672,True
Shriram Finance Limited,schools,General Educational School,23.02296,72.55639,True
Arshiya International,schools,International School,23.02302,72.55676,True
Geetanjali Surgical Nursing Home,schools,General Educational School,23.02332,72.55734,True
Math Tuition Classes Cuemath,schools,Coaching & Entrance Institute,23.02341,72.55838,True
Apex Formulations Pvt Ltd,schools,General Educational School,23.02345,72.55482,True
Arihant Institute,schools,General Educational School,23.023,72.55413,True
"Government Polytechnic, Ahmedabad",schools,College & University,23.02301,72.55182,True
TCS ION Training Center,schools,General Educational School,23.02365,72.55087,True
Apl Institute of Clinical Laboratory & Research Pvt. LTD,schools,General Educational School,23.02495,72.55148,True
MediBridge Education Consultants,schools,General Educational School,23.02532,72.55069,True
CII House -,schools,General Educational School,23.02527,72.55439,True
Visa zone Education & Immigration Services Pvt. Ltd.,schools,General Educational School,23.02506,72.55424,True
Ubesee18 Education Private Limited,schools,General Educational School,23.02504,72.55693,True
GIFT NGO Short Term Design Education of Fashion And Textile Designing,schools,General Educational School,23.02543,72.55497,True
Wastengage Private Limited,schools,General Educational School,23.02478,72.55817,True
The Nirman High School,schools,College & University,23.02406,72.55697,True
The Institution Of Engineers,schools,Coaching & Entrance Institute,23.02405,72.56,True
British Library,schools,International School,23.02411,72.5601,True
GLS Institute for Professional Studies,schools,General Educational School,23.02522,72.55959,True
GLS Institute of Computer Technology,schools,General Educational School,23.02559,72.55962,True
SkillIQ,schools,General Educational School,23.02459,72.56684,True
Kaushalam Technology- Best SEO Company in Ahmedabad | SEO Services | Digital Marketing Agency | Social Media Marketing,schools,Secondary & High School,23.02423,72.56788,True
"Krishna Consultants | KC Overseas Education, Ahmedabad (Ellisbridge)",schools,General Educational School,23.02403,72.56748,True
LS Salon Academy,schools,General Educational School,23.02375,72.56686,True
JAY BHIM,schools,General Educational School,23.02375,72.56686,True
Sydenham Library - Gujarat College,schools,College & University,23.023,72.56463,True
Gujarat United School of Technology,schools,College & University,23.02371,72.56471,True
Gujarat State Lalit Kala Academy,schools,General Educational School,23.02351,72.55993,True
Ellisbridge Gymkhana Squash Training Academy - Ahmedabad,schools,General Educational School,23.02314,72.56027,True
Navkar Education HUB,schools,General Educational School,23.02235,72.56902,True
The English Channel,schools,General Educational School,23.02207,72.57237,True
Ahmedabad - Indus University Worksite ATM,schools,College & University,23.0225,72.57136,True
Nagar School Of Optometry,schools,Secondary & High School,23.02287,72.57085,True
"MJ Library, Ahmedabad",schools,General Educational School,23.02378,72.57072,True
AIEC Education Hub,schools,General Educational School,23.02353,72.5717,True
Arihant CNC Institute,schools,General Educational School,23.02341,72.57199,True
Jagdish Aluminium Pvt. Ltd.,schools,General Educational School,23.02325,72.57162,True
Navdeep Motors,schools,General Educational School,23.02325,72.57162,True
Gajjar Machine Tools,schools,General Educational School,23.02325,72.57162,True
Storm Overseas,schools,General Educational School,23.0231,72.57167,True
Samarth Vidyavihar High School,schools,Secondary & High School,23.02318,72.57219,True
"SLU Arts & Commerce College,Official",schools,College & University,23.02227,72.57348,True
Seva Reception Centre,schools,College & University,23.02228,72.57817,True
Government Akhandanand Ayurved Mahavidyalaya,schools,College & University,23.02251,72.58016,True
Premchand Rai Chand Adhyapan Mandir,schools,General Educational School,23.02206,72.58218,True
I P Mission High School,schools,Secondary & High School,23.02225,72.5817,True
Unitedworld Institute of Design (UID Ahmedabad),schools,General Educational School,23.0222,72.58587,True
Unitedworld School Of Business,schools,College & University,23.0222,72.58587,True
Manas Academy,schools,General Educational School,23.0222,72.58587,True
Epoch Research Institute India,schools,General Educational School,23.0222,72.58587,True
Visto Uniworld Private Limited,schools,General Educational School,23.0222,72.58587,True
XDuce Infotech Private Limited,schools,General Educational School,23.0222,72.58587,True
Municipal Girls Higher Secondary School,schools,Secondary & High School,23.023,72.58603,True
Gujarat Sangeet Mahavidhyalaya - Classical Music Classes Ahmedabad,schools,Coaching & Entrance Institute,23.0237,72.57765,True
Tutorial market,schools,Coaching & Entrance Institute,23.02408,72.5855,True
NIFTM Export Import Training,schools,College & University,23.02451,72.57065,True
Gill Sir IELTS and Spoken English,schools,General Educational School,23.02393,72.57211,True
Coaching Square,schools,Coaching & Entrance Institute,23.02411,72.5705,True
Shanti Asiatic School,schools,Secondary & High School,23.02409,72.57105,True
TOPS Technologies,schools,General Educational School,23.02402,72.57035,True
Shreyarth University,schools,College & University,23.02395,72.57033,True
Indian Academy for Self Employed Women,schools,General Educational School,23.02506,72.57015,True
Youth Hostels Ahmedabad,schools,General Educational School,23.02492,72.57249,True
National Institute of Professional Training,schools,General Educational School,23.02504,72.57154,True
Shree Umiya Oil Depo,schools,General Educational School,23.02504,72.57154,True
Swami Vivekanand College,schools,College & University,23.02518,72.57116,True
B M Institute Of Mental Health,schools,General Educational School,23.02603,72.57153,True
Akshat Stock Market Training Hub,schools,General Educational School,23.0262,72.56982,True
Prisu Pharma,schools,General Educational School,23.02712,72.57055,True
Vishwas Education Pvt. Ltd.,schools,General Educational School,23.02716,72.57125,True
Gill SIR,schools,General Educational School,23.0268,72.57135,True
Muthoot FinCorp Gold Loan,schools,General Educational School,23.02652,72.58342,True
G M Prakash High School,schools,Secondary & High School,23.02633,72.58374,True
SVVM Commerce college,schools,College & University,23.0263,72.58221,True
Muthoot Finance Gold Loan,schools,General Educational School,23.02632,72.58159,True
Raw Chem,schools,General Educational School,23.02652,72.58175,True
Studio speed,schools,General Educational School,23.02696,72.58321,True
Techyuva Computer Institute,schools,General Educational School,23.02712,72.58454,True
Motilal Nehru Law College,schools,College & University,23.02729,72.58519,True
Sardar Vallabhbhai Commerce College,schools,College & University,23.02742,72.58511,True
Maa Developers Gpo Road,schools,General Educational School,23.02742,72.5827,True
Faa Apparels & Designing Institute,schools,General Educational School,23.02712,72.58317,True
Republic High School,schools,Secondary & High School,23.02708,72.58224,True
Republic School Ahmedabad,schools,Secondary & High School,23.02684,72.58137,True
Maneklal Nanavati Law College,schools,College & University,23.02771,72.58174,True
City C. U. Shah Commerce College,schools,College & University,23.02776,72.58187,True
GLS College for Girls,schools,College & University,23.02779,72.58162,True
Scholar Career Academy,schools,Coaching & Entrance Institute,23.02782,72.58169,True
Sultan Ahmed Computer,schools,General Educational School,23.02763,72.58307,True
Dr. Urmilaben Chimanbhai Patel Arts and Commerce College,schools,College & University,23.02748,72.58528,True
Rosemary Kindergarten,schools,Primary & Pre-School,23.02834,72.58165,True
Manappuram Finance,schools,General Educational School,23.02835,72.5816,True
Diamond International,schools,International School,23.02846,72.57785,True
Vite Box - Overseas Education and Immigration,schools,General Educational School,23.02859,72.57795,True
"Bhavan's Sheth R. A. College of Science, Commerce & Arts, Ahmedabad",schools,College & University,23.02902,72.5777,True
Skyline Overseas,schools,General Educational School,23.02881,72.56985,True
National Institute of Credit Repair,schools,General Educational School,23.02852,72.5706,True
Digital Marketing Training,schools,General Educational School,23.02873,72.5717,True
Mahatma Gandhi International School,schools,International School,23.02918,72.56695,True
School,schools,Secondary & High School,23.02869,72.56754,True
Ipca Laboratories Ltd,schools,General Educational School,23.02838,72.56391,True
Saffron Biotech,schools,General Educational School,23.02864,72.56008,True
Faculty of Business Administration - GLS University,schools,College & University,23.02864,72.56026,True
Samarth Vidhya Vihar,schools,General Educational School,23.02853,72.55971,True
"P G Center for M Com, Gujarat Commerce College, Ahmedabad",schools,College & University,23.0283,72.55971,True
Samtheshwar School,schools,Secondary & High School,23.02811,72.55998,True
College of Safety and Fire Technology,schools,College & University,23.02758,72.56049,True
Winners Overseas Consultants,schools,General Educational School,23.02758,72.56049,True
Oilpixel Art Private Limited,schools,General Educational School,23.02778,72.56205,True
Loreal Academy Ahmedabad,schools,General Educational School,23.0282,72.56521,True
The Star Across Education,schools,General Educational School,23.02826,72.56527,True
EuroKids PreSchool in Mithakhali,schools,Primary & Pre-School,23.02821,72.56546,True
Black Slate,schools,General Educational School,23.0271,72.56754,True
Spot Light The Media Institute,schools,General Educational School,23.02568,72.56703,True
Nagar School of Optometry,schools,Secondary & High School,23.02567,72.56653,True
M. B. Patel Rashtrabhasha Vinayan,schools,General Educational School,23.02603,72.56558,True
OYO Premium Law Garden Ellibridge,schools,General Educational School,23.02627,72.56545,True
Mac Dye Chem Indst,schools,General Educational School,23.02622,72.56233,True
1 Gujarat BN NCC Training Camp,schools,General Educational School,23.02607,72.56223,True
Sir L. A. Shah Law College,schools,College & University,23.02575,72.55944,True
UTS College India,schools,College & University,23.02577,72.5595,True
I. M. Nanavati Law College,schools,College & University,23.02583,72.55948,True
Leaf GLS University Incubator,schools,College & University,23.02621,72.55946,True
GLS University,schools,College & University,23.02639,72.55943,True
Bank of Baroda Staff Training College,schools,College & University,23.0269,72.56308,True
Faculty of Commerce - GLSIC BCOM,schools,General Educational School,23.02696,72.56207,True
Cuemath,schools,General Educational School,23.02723,72.56162,True
Creative IT Engineering and Multimedia Institute,schools,General Educational School,23.02727,72.56111,True
Alisha Paying Guest,schools,General Educational School,23.0274,72.55968,True
Global School of Aviation - Ahmedabad,schools,International School,23.02737,72.55863,True
"Jawahar Navodaya Vidyalaya, Kathlal",schools,Secondary & High School,23.02734,72.5574,True
Study Square Ahmedabad,schools,General Educational School,23.02726,72.55755,True
Institute for Photography & Cinematography - Excellence - Ahmedabad Gujarat - IPE India,schools,General Educational School,23.02744,72.55732,True
Career Connect - IAMS,schools,Coaching & Entrance Institute,23.02739,72.5575,True
Golden Future,schools,General Educational School,23.02729,72.55691,True
Univaz,schools,General Educational School,23.02729,72.55691,True
Sushen Medicamentos Pvt. Ltd.,schools,General Educational School,23.0272,72.55515,True
Orion CompuTech Private Limited - Authorized SAP Partner,schools,General Educational School,23.02701,72.55514,True
Elite Institute CMAT Academy Ahmedabad,schools,General Educational School,23.02661,72.55811,True
SPS Global - AMD,schools,General Educational School,23.02674,72.55742,True
Wider Globe -Overseas Education Consultants | PR | Visa | Ahmedabad,schools,General Educational School,23.0266,72.55844,True
GLS English Medium Primary School,schools,Primary & Pre-School,23.02645,72.55879,True
S.M.P.I.C,schools,General Educational School,23.02652,72.55814,True
GLS college Faculty of commerce,schools,College & University,23.02624,72.55795,True
GLS Campus (BCA),schools,College & University,23.02625,72.55791,True
GLS Smt. Induben and Ratilal K Desai Institute of Computer Applications,schools,General Educational School,23.02617,72.55764,True
M.K. Higher Secondary School,schools,Secondary & High School,23.02626,72.55902,True
GLS Institute Of Design,schools,General Educational School,23.02605,72.55849,True
Seneca Polytechnic - GLSU,schools,College & University,23.02592,72.55731,True
Learnvern,schools,General Educational School,23.02605,72.55692,True
Hytech Education - Study Abroad Consultants - Ahmedabad,schools,General Educational School,23.02602,72.55691,True
Sunil Vyas- Licensed Immigration Consultant Appraise Immigration,schools,General Educational School,23.02605,72.55669,True
Meurit Education,schools,General Educational School,23.02593,72.55624,True
Associated,schools,General Educational School,23.02577,72.55679,True
Tops Technologies,schools,General Educational School,23.02612,72.55688,True
K.P. Vidhyarthi Bhavan,schools,General Educational School,23.02652,72.55559,True
Olive International Education Foundation,schools,International School,23.0264,72.5533,True
"Perfect Computer Education-USA Accounting, Australia Accounting, Tally Accounting & Digital Marketing Training",schools,General Educational School,23.02628,72.55315,True
"Diva Eye Institute, Ahmedabad",schools,General Educational School,23.02604,72.55335,True
The Indian Institute Of Planning & Management,schools,General Educational School,23.02601,72.55309,True
Kindergarten Ahmedabad,schools,Primary & Pre-School,23.02611,72.55219,True
Knowledge Academy,schools,General Educational School,23.02667,72.55282,True
Navkar Public School,schools,Secondary & High School,23.02709,72.55237,True
Cuemath,schools,General Educational School,23.02713,72.55153,True
Newtech Infosoft Private Limited,schools,General Educational School,23.02763,72.55157,True
MN Group,schools,General Educational School,23.02782,72.55165,True
Precious Education and Immigration Consultant,schools,General Educational School,23.02827,72.55201,True
DNH Education Consultants,schools,General Educational School,23.02835,72.55212,True
H.M. Shah Classes,schools,Coaching & Entrance Institute,23.02791,72.55179,True
VizaTree,schools,General Educational School,23.02793,72.55178,True
"Nexus Consultants Ahmedabad – Best Study Visa & Immigration Consultants for USA, UK, Canada, Europe",schools,General Educational School,23.02764,72.55748,True
Kalapurnam Best Graphic Design Institute on C G Road | Animation Institute on C G Road Ahmedabad,schools,General Educational School,23.02765,72.55796,True
Vidhaan Education Consultants,schools,General Educational School,23.02753,72.55765,True
Sankalp Education for GPSC Coaching,schools,Coaching & Entrance Institute,23.02747,72.55761,True
Education Consultants Canada,schools,General Educational School,23.0276,72.55822,True
Coding Cloud,schools,General Educational School,23.02792,72.55727,True
Meghmani Dyes and Intermediates Ltd.,schools,General Educational School,23.02808,72.5579,True
Jyot Academy of Learning,schools,General Educational School,23.02819,72.55897,True
Videsh Consultz,schools,General Educational School,23.02798,72.55669,True
Global Opportunities - Study Abroad and Overseas Education Visa Consultants,schools,General Educational School,23.02841,72.55738,True
Vibration,schools,General Educational School,23.02874,72.5585,True
Job Openings - Harry International,schools,International School,23.02876,72.55718,True
IIMT Studies,schools,College & University,23.02897,72.55851,True
The BTTCO Overseas,schools,General Educational School,23.02919,72.55915,True
Maruti Overseas Consultancy,schools,General Educational School,23.02906,72.55695,True
N R High School,schools,Secondary & High School,23.02905,72.55695,True
Artdome Design School,schools,Secondary & High School,23.02906,72.55545,True
Ellis Bridge School,schools,Secondary & High School,23.02917,72.55451,True
Athena Academy & Recording Studio,schools,General Educational School,23.02909,72.55259,True
Vaidya Shri MM Patel Education College,schools,College & University,23.02865,72.55287,True
Govindram Primary School,schools,Primary & Pre-School,23.02912,72.55249,True
Daskoshi Vidyamandal,schools,General Educational School,23.02935,72.55318,True
Waves Dance Academy,schools,General Educational School,23.03036,72.55512,True
Accquaint Academy,schools,General Educational School,23.03032,72.55681,True
Kids Garden School,schools,Primary & Pre-School,23.03075,72.55688,True
Riverside Learning Center,schools,General Educational School,23.03096,72.55838,True
Siddhi Institute,schools,General Educational School,23.03078,72.55896,True
Munimji Training and Placement Pvt. Ltd.,schools,General Educational School,23.03043,72.55716,True
ThunderBolt Shooting Academy,schools,General Educational School,23.03038,72.55837,True
Skyler Overseas and Education Pvt Ltd,schools,General Educational School,23.03005,72.55852,True
Right Directions Overseas Consultant,schools,General Educational School,23.02966,72.55501,True
HK School of Foreign Languages,schools,Secondary & High School,23.02958,72.55769,True
Reach The Globe,schools,General Educational School,23.02963,72.55842,True
Vibrant Technology,schools,General Educational School,23.03014,72.56247,True
VLCC School Of Beauty (Gujarat - Ahmedabad),schools,Secondary & High School,23.0297,72.56232,True
TTS Consultancy & Service,schools,General Educational School,23.0296,72.56258,True
GLS Faculty Of Management IMBA,schools,General Educational School,23.02943,72.56257,True
A One Academy,schools,General Educational School,23.02976,72.56675,True
Bright School,schools,Secondary & High School,23.02993,72.56569,True
VLCC School of Beauty,schools,Secondary & High School,23.03035,72.56388,True
VLCC Institute of Beauty & Nutrition,schools,General Educational School,23.03042,72.56375,True
Matrix Immigration and Visa Services,schools,General Educational School,23.03053,72.56487,True
Garden City College,schools,College & University,23.03051,72.56656,True
The Institute of Company Secretaries of India,schools,General Educational School,23.03099,72.5679,True
DMG It Engineering & Multimedia Institute,schools,General Educational School,23.03068,72.56387,True
Kaizen Institute South Asia,schools,General Educational School,23.03083,72.56346,True
PNB Housing Finance,schools,General Educational School,23.03023,72.56245,True
Ajay Parmar Group Tuition,schools,Coaching & Entrance Institute,23.03085,72.55946,True
Taurus Vocational Art & Design Institute,schools,General Educational School,23.03129,72.56067,True
Waves Dance Academy - Branch,schools,General Educational School,23.0314,72.56086,True
Adorn Education,schools,General Educational School,23.03134,72.56686,True
Explorra School of Design & Technology (3DAnimation VFX Design Graphic),schools,College & University,23.03176,72.56504,True
MTAC International Culinary School,schools,International School,23.03281,72.56531,True
Akash Sir - IT Training Academy,schools,General Educational School,23.03251,72.56526,True
SPSS I.A.S Training Center,schools,General Educational School,23.03206,72.56203,True
Math Tuition Classes Cuemath,schools,Coaching & Entrance Institute,23.03233,72.56207,True
Excel Global Education,schools,General Educational School,23.03231,72.56044,True
CCIAMS,schools,General Educational School,23.03223,72.55973,True
Red and White Multimedia Education,schools,General Educational School,23.03243,72.56076,True
Delhi Institute For Civil Services,schools,General Educational School,23.03242,72.56093,True
Precide Overseas Consultant,schools,General Educational School,23.03283,72.55716,True
Infopercept Consulting Private Limited,schools,College & University,23.03284,72.55686,True
Dreamz Consultant,schools,General Educational School,23.03285,72.55569,True
Fingertips,schools,General Educational School,23.03282,72.5557,True
"Golden Future - Student Visa Consultant, UK Visa Consultant, Visa Agent",schools,General Educational School,23.03283,72.55532,True
Bittrack Foreign Education & Visa Consultants,schools,General Educational School,23.03262,72.55517,True
TIME Ahmedabad and Gandhinagar,schools,General Educational School,23.03261,72.55495,True
Kaushali Parekh Baking Classes,schools,Coaching & Entrance Institute,23.03249,72.55512,True
Iitc Institute,schools,College & University,23.03206,72.55558,True
ViteBox - Overseas Education & Immigration,schools,General Educational School,23.03181,72.5555,True
SI-UK Ahmedabad,schools,General Educational School,23.03257,72.55476,True
Xavier Institute of Computer Applications,schools,General Educational School,23.03272,72.55254,True
CEPT Career Office,schools,College & University,23.03366,72.55206,True
Sid_Daa Education,schools,General Educational School,23.03366,72.55206,True
Frontend Academy,schools,General Educational School,23.03361,72.5525,True
Global Overseas Education,schools,General Educational School,23.03301,72.55323,True
Flamingo Educare,schools,General Educational School,23.03293,72.5553,True
Smile Foreign Education,schools,General Educational School,23.03297,72.5548,True
SWEC Education and Immigration Services,schools,General Educational School,23.03304,72.55489,True
American Corner - Ahmedabad,schools,International School,23.03322,72.55665,True
NAEMD-Ahmedabad-Best Event Management Institute,schools,General Educational School,23.03297,72.55788,True
Anchoredge,schools,General Educational School,23.03296,72.55771,True
AECC Study Abroad Consultants,schools,General Educational School,23.03286,72.55912,True
Walkabout Visa Consultant,schools,General Educational School,23.03299,72.55837,True
