name,competitor_type,sub_category,lat,lon,visible
G. K. Institute of Diploma Engineering Solution,schools,General Educational School,23.11469,72.5837,True
Industrial Training Center - Chandkheda,schools,General Educational School,23.11507,72.5828,True
Increase Tution Classes,schools,Coaching & Entrance Institute,23.11507,72.5828,True
Jyoti Groups & Personal Tution - Chandkheda,schools,Coaching & Entrance Institute,23.11711,72.58257,True
Chadnakheda Computer Education Centre,schools,General Educational School,23.1159,72.58225,True
SSRV - Zundal,schools,General Educational School,23.1157,72.58267,True
The Knowledge Academy of Gujarat,schools,General Educational School,23.11532,72.58256,True
Sanskar Vidhyalay,schools,General Educational School,23.11526,72.58198,True
Speakwell English Academy Chandkheda,schools,General Educational School,23.11686,72.58203,True
Arunim Academy,schools,General Educational School,23.11922,72.58166,True
Wisdom Academy,schools,General Educational School,23.11923,72.58167,True
Avitus Education Center,schools,General Educational School,23.11996,72.58178,True
EuroKids New Chandkheda,schools,Primary & Pre-School,23.11996,72.58178,True
Apex Medical Academy,schools,General Educational School,23.11996,72.58178,True
Genius Academy Chandkheda,schools,General Educational School,23.11897,72.58156,True
Safal Group,schools,General Educational School,23.11898,72.58156,True
Apex Medical Academy,schools,General Educational School,23.11905,72.58157,True
Ranker Academy,schools,General Educational School,23.11864,72.58151,True
Unicorn International Preschool-Academic Pedagogy By Kalorex Earlycare Chandkheda And Zundal,schools,International School,23.12172,72.58021,True
DSC Kids,schools,Primary & Pre-School,23.12095,72.57983,True
Visatmata Primary School,schools,Primary & Pre-School,23.11725,72.57993,True
Primary School-Chandkheda,schools,Primary & Pre-School,23.11301,72.58043,True
Ramesh Motor Driving School Chandkheda,schools,Secondary & High School,23.11506,72.58088,True
B S High School-Chandkheda,schools,Secondary & High School,23.1117,72.58119,True
Kv Ongc,schools,General Educational School,23.10622,72.58011,True
Kidzee Janta Nagar,schools,General Educational School,23.10845,72.5798,True
Angel Martial Arts Academy,schools,General Educational School,23.10852,72.58014,True
Jagruti Vidhya Sankul,schools,General Educational School,23.10849,72.58013,True
Shri Sabri Mala Dharam Shala Mandir,schools,Secondary & High School,23.10818,72.5805,True
Digital Vision Academy,schools,General Educational School,23.10927,72.58045,True
H3 Preschool New Chandkheda,schools,Primary & Pre-School,23.11214,72.57989,True
A.D.Institute of Commerce,schools,General Educational School,23.11214,72.57989,True
CA Amruta Nair Commerce Coaching Institute,schools,Coaching & Entrance Institute,23.11214,72.57989,True
Shanti Juniors New Chandkheda,schools,General Educational School,23.11214,72.57989,True
Aerostar India,schools,General Educational School,23.11214,72.57989,True
shaurya pre school,schools,Primary & Pre-School,23.11214,72.57989,True
SUN ART Activities,schools,General Educational School,23.11212,72.57989,True
KRIPS Institute,schools,General Educational School,23.11212,72.57989,True
Ananya Vidyalaya,schools,Secondary & High School,23.11212,72.5799,True
Sabarmati High Secondary School / I. P. English School,schools,Secondary & High School,23.10743,72.57838,True
Pragati Vidhyalay,schools,General Educational School,23.10538,72.57916,True
Tushar Solanki AI & Full Stack Coaching,schools,Coaching & Entrance Institute,23.10652,72.57794,True
Janki Vidhyalaya Pulkit School,schools,Secondary & High School,23.10243,72.57758,True
Kudrti Upchar Kendra,schools,General Educational School,23.11371,72.57815,True
E-Help Education & Migration,schools,General Educational School,23.13186,72.57778,True
Hello Kids Srijan,schools,Primary & Pre-School,23.132,72.57766,True
Kidz Tuitions,schools,Coaching & Entrance Institute,23.1362,72.57976,True
Gautam Schools,schools,Secondary & High School,23.12554,72.58267,True
Hello Kids SRIJAN,schools,Primary & Pre-School,23.13223,72.58342,True
"sspc,zundal",schools,General Educational School,23.13079,72.58563,True
Snt Overseas,schools,General Educational School,23.13028,72.5845,True
SAM International,schools,International School,23.13023,72.58419,True
Sahajanand College Of Nursing,schools,College & University,23.13734,72.58446,True
J M G Prabhu School,schools,Secondary & High School,23.13522,72.58586,True
Earth School,schools,Secondary & High School,23.13855,72.58584,True
Ganpat University,schools,College & University,23.14316,72.58584,True
Udaan Classes STD. 1 to 10,schools,Coaching & Entrance Institute,23.16216,72.58555,True
Shreeji Group Tuition,schools,Coaching & Entrance Institute,23.16731,72.58177,True
Action Taekwondo Academy,schools,General Educational School,23.1667,72.58096,True
Dhyan Education - Adalaj,schools,General Educational School,23.16669,72.57961,True
SDI Ahmedabad,schools,General Educational School,23.16277,72.58015,True
Gandhinagar Meditation Institute,schools,General Educational School,23.13334,72.56859,True
"Shri Ram Chandra Mission Ashram, Ahmedabad",schools,General Educational School,23.16632,72.57253,True
Ved School for Excellence,schools,Secondary & High School,23.17414,72.57701,True
Anand Garden Nursery,schools,Primary & Pre-School,23.17373,72.57992,True
"EuroKids Preschool at Near Swagat City, Adalaj, Best Kindergarten",schools,Primary & Pre-School,23.16927,72.58047,True
Arihant homoeopathic medical College bhoyan rathod gandhinagar Gujarat,schools,College & University,23.16915,72.58241,True
Swarrnim International School,schools,International School,23.16915,72.58241,True
Arihant School of Pharmacy,schools,Secondary & High School,23.17737,72.58371,True
PTC College Adalaj,schools,College & University,23.17058,72.58487,True
"Smt.Manekba  primary school, adalaj,gandhinagar,382421",schools,Primary & Pre-School,23.1704,72.58476,True
Adalaj Taluka Government School-Main Gate,schools,Secondary & High School,23.169,72.58519,True
Global Institute of Management - Gandhinagar,schools,College & University,23.17446,72.58561,True
Shardul,schools,General Educational School,23.17807,72.56,True
Pundrasan primary school,schools,Primary & Pre-School,23.17046,72.61295,True
Vishwakarma Government Engineering College - VGEC,schools,College & University,23.12787,72.59925,True
IBS Ahmedabad,schools,General Educational School,23.1638,72.59346,True
Venus Institute of Physiotherapy,schools,General Educational School,23.16306,72.5877,True
Venus Academy of Design Technology,schools,General Educational School,23.16306,72.5877,True
Keystone Universe of Education,schools,General Educational School,23.167,72.587,True
"EuroKids Pre-School at Adalaj, Best Kindergarten in Ahmedabad",schools,Primary & Pre-School,23.16179,72.58683,True
Next Academy Computer Education | Best Class in Adalaj For Computer Training,schools,General Educational School,23.16217,72.58724,True
Divine Child International School,schools,International School,23.14369,72.58651,True
EuroKids PreSchool in Zundal,schools,Primary & Pre-School,23.13779,72.58611,True
H3 Sports Academy,schools,General Educational School,23.12887,72.59263,True
Cuemath,schools,General Educational School,23.11292,72.59352,True
Suram Music Academy,schools,General Educational School,23.11044,72.59467,True
Doon Blossom Academy,schools,General Educational School,23.11053,72.59434,True
"ALLEN Institute | Neet-Medical, IIT-JEE & Foundation Coaching Classes in Chandkheda",schools,College & University,23.10965,72.59404,True
CDAC ATC Icon academy,schools,General Educational School,23.10838,72.59396,True
Mathemagica,schools,General Educational School,23.10949,72.5948,True
ICET Institute Best Bank & SSC Coaching Classes,schools,Coaching & Entrance Institute,23.10905,72.59501,True
I Love Biology,schools,General Educational School,23.10897,72.59495,True
CiC3,schools,General Educational School,23.10618,72.59448,True
Ganesh Career Path Consultant,schools,Coaching & Entrance Institute,23.10281,72.59471,True
Tester Academy,schools,General Educational School,23.10214,72.59456,True
"Hytech Education Motera - IELTS Classes, Student Visa Consultant Near me",schools,Coaching & Entrance Institute,23.10239,72.59452,True
Framisty Design Institute,schools,General Educational School,23.10383,72.59439,True
Aptech Learning Drive In Center at Ahmedabad,schools,General Educational School,23.10192,72.59403,True
Pegasus Immigration,schools,General Educational School,23.10387,72.59409,True
Gujarat Technological University,schools,College & University,23.10587,72.59373,True
GTU,schools,College & University,23.10689,72.59355,True
School of Applied Sciences and Technology,schools,Secondary & High School,23.10672,72.5933,True
Design Innovation Centre,schools,General Educational School,23.1069,72.59334,True
Graduate School of Management Studies GSMS,schools,College & University,23.10615,72.59285,True
Xtreme Dance Institute,schools,General Educational School,23.10906,72.59305,True
Ashtanga Yoga School,schools,Secondary & High School,23.10951,72.59387,True
My Stationeries,schools,General Educational School,23.10945,72.59385,True
Kaatya Arts & Hobby Classes,schools,Coaching & Entrance Institute,23.11137,72.59366,True
The Agastya Academy,schools,General Educational School,23.11003,72.59319,True
UCMAS,schools,General Educational School,23.10942,72.5919,True
Atal Incubation Center- Gujarat Technological University,schools,College & University,23.10689,72.5923,True
Swaminarayan Dham Gurukul,schools,General Educational School,23.10243,72.59131,True
Anand Farm and Nursery,schools,Primary & Pre-School,23.10243,72.59131,True
Sigma Institute of Science,schools,General Educational School,23.10933,72.59056,True
Podar International School,schools,International School,23.10969,72.59066,True
Anant Education Consultancy,schools,General Educational School,23.1094,72.59075,True
V.R.Group Tuition,schools,Coaching & Entrance Institute,23.10933,72.59079,True
CADD Centre Chandkheda,schools,General Educational School,23.10894,72.59071,True
Meraki Women Salon & Academy,schools,General Educational School,23.10971,72.591,True
Sakar English School,schools,Secondary & High School,23.10878,72.59154,True
Bengal music academy,schools,General Educational School,23.10895,72.59153,True
Mahakali Krupa Stationery Stores,schools,General Educational School,23.10904,72.59133,True
AV Institute,schools,General Educational School,23.10882,72.59124,True
Ahmedabad Juniors New C G Road,schools,General Educational School,23.10976,72.59116,True
Radical Educational and Development Classes,schools,Coaching & Entrance Institute,23.1129,72.59156,True
Alpha Training Center,schools,General Educational School,23.11416,72.59047,True
BYJU'S Tuition Centre - New CG Road,schools,Coaching & Entrance Institute,23.11298,72.59003,True
"EuroKids Preschool at Chandkheda, Best Kindergarten",schools,Primary & Pre-School,23.11292,72.58952,True
Cuemath,schools,General Educational School,23.11526,72.58889,True
Chandkheda Kumar School,schools,Secondary & High School,23.11761,72.5863,True
Cuemath,schools,General Educational School,23.11282,72.58677,True
Shanti Juniors,schools,General Educational School,23.11142,72.58788,True
Campusdean - School/College Management Software System,schools,College & University,23.11151,72.58801,True
The Parivartan Institute,schools,General Educational School,23.10897,72.58828,True
Tree House Pre School,schools,Primary & Pre-School,23.10893,72.58788,True
Chopra Dance Academy,schools,General Educational School,23.10893,72.58802,True
Maruti Academy Of Mathematics,schools,General Educational School,23.10893,72.58802,True
Albera salon and academy,schools,General Educational School,23.10932,72.58801,True
Samarth Computer Education,schools,General Educational School,23.1089,72.58754,True
"IANT Chandkheda, Ahmedabad",schools,General Educational School,23.10926,72.58722,True
HD Sunrise English School,schools,Secondary & High School,23.11003,72.58628,True
eduMETA THE i-SCHOOL Shriji Prakash Nagar Ahmedabad,schools,Secondary & High School,23.10768,72.58687,True
Vidyamandir Classes Ahmedabad,schools,Coaching & Entrance Institute,23.10899,72.58693,True
